A07.201,隐孢子虫病,,,,
A07.3,等孢球虫病,,,,
A07.301,等孢球虫病,,,,
A07.302,肠道球虫病,,,,
A07.8,其他特指的原虫性肠道疾病,,,,
A07.801,肠道滴虫病,,,,
A07.802,肉孢子虫病,,,,
A07.9,未特指的原虫性肠道疾病,,,,
A07.901,肠道原虫感染,,,,
A08,病毒性和其他特指的肠道感染,,,,
A08.0,轮状病毒性肠炎,,,,
A08.001,轮状病毒性肠炎,,,,
A08.1,诺沃克组病毒引起的急性胃肠病,,,,
A08.101,诺沃克病毒性肠炎,,,,
A08.2,腺病毒性肠炎,,,,
A08.201,腺病毒性肠炎,,,,
A08.3,其他病毒性肠炎,,,,
A08.301,柯萨奇病毒性肠炎,,,,
A08.302,EB病毒性肠炎,,,,
A08.4,未特指的病毒性肠道感染,,,,
A08.401,病毒性肠炎,,,,
A08.402,病毒性胃肠炎,,,,
A08.403,病毒性小肠炎,,,,
A08.5,其他特指的肠道感染,,,,
A09,其他传染性和未特指病因的胃肠炎和结肠炎,,,,
A09.0,其他和未特指传染性病因的胃肠炎和结肠炎,,,,
A09.001,肠道感染,,,,
A09.002,感染性腹泻,,,,
A09.003,流行性肠炎,,,,
A09.004,脓毒性肠炎,,,,
A09.005,急性出血性肠炎,,,,
A09.006,出血性结肠炎,,,,
A09.9,未特指病因的胃肠炎和结肠炎,,,,
A09.901,胃肠炎,,,,
A09.902,急性胃肠炎,,,,
A09.903,急性肠炎,,,,
A09.904,急性小肠炎,,,,
A09.905,急性结肠炎,,,,
A09.906,肠炎,,,,
A09.907,婴儿肠炎,,,,
A09.908,小儿肠炎,,,,
A15,"呼吸道结核,经细菌学和组织学证实",,,,
A15.0,"肺结核,经显微镜下痰检查证实,伴有或不伴有痰培养",,,,
A15.001,肺结核(显微镜检证实),,,,
A15.002,肺结核(仅痰涂片证实),,,,
A15.003,肺结核(痰涂片及培养均证实),,,,
A15.010,"继发性肺结核(初治,单耐药)涂阳培阳",,,,
A15.011,"继发性肺结核(初治,单耐药)涂阴培阳",,,,
A15.012,"继发性肺结核(初治,多耐药)涂阳培阳",,,,
A15.013,"继发性肺结核(初治,多耐药)涂阴培阳",,,,
A15.014,"继发性肺结核(初治,广泛耐药)涂阳培阳",,,,
A15.015,"继发性肺结核(初治,广泛耐药)涂阴培阳",,,,
A15.016,"继发性肺结核(初治,耐多药)涂阳培阳",,,,
A15.017,"继发性肺结核(初治,耐多药)涂阴培阳",,,,
A15.018,"继发性肺结核(初治,药物敏感)涂阳培阳",,,,
A15.019,"继发性肺结核(初治,药物敏感)涂阴培阳",,,,
A15.020,"继发性肺结核(复治,单耐药)涂阳培阳",,,,
A15.021,"继发性肺结核(复治,单耐药)涂阴培阳",,,,
A15.022,"继发性肺结核(复治,多耐药)涂阳培阳",,,,
A15.023,"继发性肺结核(复治,多耐药)涂阴培阳",,,,
A15.024,"继发性肺结核(复治,广泛耐药)涂阳培阳",,,,
A15.025,"继发性肺结核(复治,广泛耐药)涂阴培阳",,,,
A15.026,"继发性肺结核(复治,耐多药)涂阳培阳",,,,
A15.027,"继发性肺结核(复治,耐多药)涂阴培阳",,,,
A15.028,"继发性肺结核(复治,药物敏感)涂阳培阳",,,,
A15.029,"继发性肺结核(复治,药物敏感)涂阴培阳",,,,
A15.1,"肺结核,仅经痰培养所证实",,,,
A15.101,肺结核(仅痰培养证实),,,,
A15.2,"肺结核,经组织学所证实",,,,
A15.201,肺结核(组织学证实),,,,
A15.3,"肺结核,经未特指的方法所证实",,,,
A15.4,"胸腔内淋巴结结核,经细菌学和组织学所证实",,,,
A15.401,肺门淋巴结结核(细菌学和组织学证实),,,,
A15.5,"喉、气管和支气管结核,经细菌学和组织学所证实",,,,
A15.501,喉结核(细菌学和组织学证实),,,,
A15.502,气管结核(细菌学和组织学证实),,,,
A15.503,支气管结核(细菌学和组织学证实),,,,
A15.504,声带结核(细菌学和组织学证实),,,,
A15.510,"支气管结核(初治,单耐药)涂阳培阳",,,,
A15.511,"支气管结核(初治,单耐药)涂阴培阳",,,,
A15.512,"支气管结核(初治,多耐药)涂阳培阳",,,,
A15.513,"支气管结核(初治,多耐药)涂阴培阳",,,,
A15.514,"支气管结核(初治,广泛耐药)涂阳培阳",,,,
A15.515,"支气管结核(初治,广泛耐药)涂阴培阳",,,,
A15.516,"支气管结核(初治,耐多药)涂阳培阳",,,,
A15.517,"支气管结核(初治,耐多药)涂阴培阳",,,,
A15.518,"支气管结核(初治,药物敏感)涂阳培阳",,,,
A15.519,"支气管结核(初治,药物敏感)涂阴培阳",,,,
A15.520,"支气管结核(复治,单耐药)涂阳培阳",,,,
A15.521,"支气管结核(复治,单耐药)涂阴培阳",,,,
A15.522,"支气管结核(复治,多耐药)涂阳培阳",,,,
A15.523,"支气管结核(复治,多耐药)涂阴培阳",,,,
A15.524,"支气管结核(复治,广泛耐药)涂阳培阳",,,,
A15.525,"支气管结核(复治,广泛耐药)涂阴培阳",,,,
A15.526,"支气管结核(复治,耐多药)涂阳培阳",,,,
A15.527,"支气管结核(复治,耐多药)涂阴培阳",,,,
A15.528,"支气管结核(复治,药物敏感)涂阳培阳",,,,
A15.529,"支气管结核(复治,药物敏感)涂阴培阳",,,,
A15.6,"结核性胸膜炎,经细菌学和组织学所证实",,,,
A15.601,结核性胸膜炎(细菌学和组织学证实),,,,
A15.7,"原发性呼吸道结核,经细菌学和组织学所证实",,,,
A15.8,"其他呼吸道结核,经细菌学和组织学所证实",,,,
A15.801,鼻咽结核性肉芽肿(组织学证实),,,,
A15.9,"未特指的呼吸道结核,经细菌学和组织学所证实",,,,
A16,"呼吸道结核,未经细菌学或组织学所证实",,,,
A16.0,"肺结核,细菌学和组织学检查为阴性",,,,
A16.001,肺结核(细菌学和组织学检查为阴性),,,,
A16.002,支气管结核(细菌学和组织学证实均阴性),,,,
A16.1,"肺结核,未做细菌学和组织学检查",,,,
A16.101,肺结核(未行细菌学和组织学检查),,,,
A16.2,"肺结核,未提及细菌学或组织学的证实",,,,
A16.201,干酪性肺结核,,,,
A16.202,肺结核,,,,
A16.203,肺结核球[肺结核瘤],,,,
A16.204,结核性肺炎[干酪性肺炎],,,,
A16.205,结核性肺纤维变性[增殖性结核性肺纤维变性],,,,
A16.206,结核性支气管扩张,,,,
A16.207,结节型肺结核,,,,
A16.208,浸润型肺结核,,,,
A16.209,空洞型肺结核,,,,
A16.210,增殖型肺结核,,,,
A16.211,结核性气胸,,,,
A16.212,结核性肺瘘,,,,
A16.213,结核性损毁肺,,,,
A16.214,结核性大咯血,,,,
A16.3,"胸腔内淋巴结结核,未提及细菌学或组织学的证实",,,,
A16.301,肺门淋巴结结核,,,,
A16.302,结核性支气管淋巴瘘,,,,
A16.303,胸壁淋巴结结核,,,,
A16.304,胸内淋巴结结核,,,,
A16.305,支气管淋巴结结核,,,,
A16.306,纵隔淋巴结结核,,,,
A16.307,结核性乳糜胸,,,,
A16.4,"喉、气管和支气管结核,未提及细菌学或组织学的证实",,,,
A16.401,喉结核,,,,
A16.402,会厌结核,,,,
A16.403,气管结核,,,,
A16.404,孤立性气管结核,,,,
A16.405,孤立性气管支气管结核,,,,
A16.406,支气管结核,,,,
A16.407,支气管内膜结核,,,,
A16.408,结核性支气管瘘,,,,
A16.409,声带结核,,,,
A16.410,结核性气管狭窄,,,,
A16.411,结核性支气管狭窄,,,,
A16.5,"结核性胸膜炎,未提及细菌学或组织学的证实",,,,
A16.501,结核性干性胸膜炎,,,,
A16.502,结核性脓胸,,,,
A16.503,结核性渗出性胸膜炎,,,,
A16.504,结核性胸膜炎,,,,
A16.505,结核性胸腔积液,,,,
A16.507,胸膜结核球[胸膜结核瘤],,,,
A16.508,结核性胸膜炎(初治),,,,
A16.509,结核性胸膜炎(复治),,,,
A16.510,结核性包裹性脓胸,,,,
A16.7,"原发性呼吸道结核,未提及细菌学或组织学的证实",,,,
A16.701,肺结核原发综合征,,,,
A16.702,原发性肺结核,,,,
A16.8,"其他呼吸道结核,未提及细菌学或组织学的证实",,,,
A16.801,鼻部结核,,,,
A16.802,干酪性鼻窦炎,,,,
A16.803,干酪性鼻炎[结核性鼻炎],,,,
A16.804,咽部结核,,,,
A16.805,纵隔结核瘤,,,,
A16.9,"未特指的呼吸道结核,未提及细菌学或组织学的证实",,,,
A16.901,结核病,,,,
A16.902,结核感染,,,,
A16.903,呼吸道结核病,,,,
A17+,神经系统的结核,,,,
A17.0+,结核性脑膜炎,,,,
A17.001+G05.0*,结核性脊膜炎,,,,
A17.002+G01*,结核性脑脊髓膜炎,,,,
A17.003+G01*,结核性脑膜炎,,,,
A17.005+G01*,蛛网膜结核病,,,,
A17.006+G01*,结核性脑膜粘连,,,,
A17.007+G05.0*,结核性脊髓膜炎,,,,
A17.1+,脑膜结核瘤,,,,
A17.101+G07*,脑膜结核瘤,,,,
A17.102+G07*,脑脊膜结核瘤,,,,
A17.8+,神经系统的其他结核,,,,
A17.801+G05.0*,结核性脑膜脑炎,,,,
A17.802+G07*,结核性脑脓肿,,,,
A17.803+G07*,结核性脑肉芽肿,,,,
A17.804+G05.0*,结核性脑炎,,,,
A17.806+G07*,脑结核瘤,,,,
A17.807+G05.0*,结核性脊髓脊膜炎,,,,
A17.9+,未特指的神经系统结核,,,,
A17.901+G99.8*,中枢神经系统结核,,,,
A18,其他器官的结核,,,,
A18.0+,骨和关节的结核,,,,
A18.001+M90.0*,鼻骨结核,,,,
A18.002+M90.0*,腭骨结核,,,,
A18.003+M90.0*,颌骨结核,,,,
A18.004+H75.0*,乳突结核,,,,
A18.005+M90.0*,下颌结核,,,,
A18.006+M90.0*,颧骨结核,,,,
A18.007+M49.0*,颈椎结核,,,,
A18.008+M01.1*,肩关节结核,,,,
A18.009+M01.1*,腕关节结核,,,,
A18.010+M49.0*,胸椎结核,,,,
A18.011+M49.0*,腰椎结核,,,,
A18.012+M01.1*,跖趾关节结核,,,,
A18.013+M49.0*,脊柱结核性截瘫[波特截瘫],,,,
A18.014+M49.0*,骶髂关节结核,,,,
A18.015+M01.1*,结核性风湿病[篷塞病],,,,
A18.016+M49.0*,脊柱结核性脓肿,,,,
A18.017+M68.0*,滑膜结核,,,,
A18.018+M73.8*,脊椎结核并椎旁脓肿,,,,
A18.019+M01.1*,关节寒性脓肿[关节结核脓肿],,,,
A18.020+M49.0*,结核性脊柱后凸,,,,
A18.021+M01.1*,关节结核,,,,
A18.022+M01.1*,肘关节结核,,,,
A18.023+M01.1*,髋关节结核,,,,
A18.024+M68.0*,髋关节结核性滑膜炎,,,,
A18.025+M01.1*,踝关节结核,,,,
A18.026+M90.0*,耻骨结核,,,,
A18.027+M90.0*,肋骨结核,,,,
A18.028+M01.1*,膝关节结核,,,,
A18.029+M68.0*,膝关节结核性滑膜炎,,,,
A18.031+M90.0*,肱骨结核,,,,
A18.032+M90.0*,股骨结核,,,,
A18.033+M90.0*,趾骨结核,,,,
A18.034+M90.0*,肢体骨结核,,,,
A18.035+M90.0*,骨结核病,,,,
A18.036+M90.0*,尺骨结核,,,,
A18.037+M90.0*,腓骨结核,,,,
A18.038+M90.0*,胫骨结核,,,,
A18.039+M90.0*,跟骨结核,,,,
A18.041+M01.1*,结核性关节炎,,,,
A18.042+M90.0*,第三楔骨结核,,,,
A18.043+M68.0*,肌腱结核,,,,
A18.044+M90.0*,掌骨结核,,,,
A18.045+M49.0*,脊柱结核,,,,
A18.046+M68.0*,结核性滑膜炎,,,,
A18.047+M49.0*,结核性脊柱前凸,,,,
A18.048+M49.0*,结核性脊柱侧弯,,,,
A18.049+M49.0*,脊柱骨脓肿[结核性脊柱骨脓肿],,,,
A18.053+M01.1*,胸锁关节结核,,,,
A18.054+M90.0*,指骨结核,,,,
A18.057+M49.0*,骶骨结核,,,,
A18.058+M68.0*,腱鞘结核,,,,
A18.060+M90.0*,胸骨结核,,,,
A18.062+M68.0*,结核性腱鞘炎,,,,
A18.063+M90.0*,结核性骨炎,,,,
A18.064+M90.0*,结核性骨髓炎,,,,
A18.065+M90.0*,结核性骨坏死,,,,
A18.066+M49.0*,颈椎结核性截瘫,,,,
A18.1,泌尿生殖系统的结核,,,,
A18.101,生殖系结核,,,,
A18.102+N33.0*,膀胱结核,,,,
A18.103,泌尿系结核,,,,
A18.104+N74.1*,子宫内膜结核,,,,
A18.105+N51.1*,附睾结核,,,,
A18.106+N51.1*,睾丸结核,,,,
A18.107+N74.1*,女性盆腔结核,,,,
A18.108+N74.0*,子宫颈结核,,,,
A18.109+N51.8*,阴茎结核,,,,
A18.110+N74.1*,卵巢结核,,,,
A18.111+N51.0*,前列腺结核,,,,
A18.112+N29.1*,肾结核,,,,
A18.113+N29.1*,结核性肾脓肿,,,,
A18.114+N51.8*,输精管结核,,,,
A18.115+N74.1*,输卵管结核,,,,
A18.116+N29.1*,结核性输尿管狭窄,,,,
A18.117+N29.1*,输尿管结核,,,,
A18.118+N51.8*,精囊结核,,,,
A18.119+N77.1*,外阴结核,,,,
A18.120+N51.8*,阴囊结核,,,,
A18.121+N37.8*,结核性会阴瘘,,,,
A18.122+N37.8*,结核性尿道瘘,,,,
A18.123+N51.8*,结核性阴囊瘘,,,,
A18.124+N74.1*,结核性直肠阴道瘘,,,,
A18.125+N29.1*,结核性肾盂炎,,,,
A18.126+N74.1*,结核性输卵管炎,,,,
A18.127+N51.0*,结核性前列腺炎,,,,
A18.128+N33.0*,结核性膀胱炎,,,,
A18.129+N74.1*,结核性子宫内膜炎,,,,
A18.130+N77.0*,结核性外阴溃疡,,,,
A18.131,男性盆腔结核,,,,
A18.132,结核性盆腔炎,,,,
A18.2,结核性周围淋巴结病,,,,
A18.201,腹股沟淋巴结结核,,,,
A18.202,颌下淋巴结结核,,,,
A18.203,结核性淋巴管炎,,,,
A18.204,颈部淋巴结结核,,,,
A18.205,颏下淋巴结结核,,,,
A18.206,淋巴结结核,,,,
A18.207,腮腺淋巴结结核,,,,
A18.208,锁骨上淋巴结结核,,,,
A18.209,腋下淋巴结结核,,,,
A18.210,周围淋巴结结核,,,,
A18.3,肠、腹膜和肠系膜淋巴结的结核,,,,
A18.301+K93.0*,肠结核,,,,
A18.302+K93.0*,肠系膜结核,,,,
A18.303+K93.0*,肠系膜淋巴结结核,,,,
A18.304+K93.0*,腹膜结核,,,,
A18.305+K93.0*,结核性肛瘘,,,,
A18.306+K67.3*,髂窝结核,,,,
A18.307+K67.3*,结核性腹膜炎,,,,
A18.308,腹膜后淋巴结结核,,,,
A18.309,腹腔结核,,,,
A18.310,腹腔淋巴结结核,,,,
A18.311,肝门淋巴结结核,,,,
A18.312,结核性腹水,,,,
A18.313+K93.0*,结核性胃结肠瘘,,,,
A18.314+K93.0*,结核性直肠瘘,,,,
A18.315+K93.0*,膈下结核性脓肿,,,,
A18.316,结核性腹腔积液,,,,
A18.4,皮肤和皮下组织的结核,,,,
A18.401,播散性粟粒性狼疮,,,,
A18.402,腹壁结核,,,,
A18.403,腹部结核性窦道,,,,
A18.404,结核性结节性红斑,,,,
A18.405,结核性皮肤脓肿,,,,
A18.406,酒渣样结核疹,,,,
A18.407,皮下组织结核,,,,
A18.408,皮肤结核,,,,
A18.409,皮下组织结核性窦道,,,,
A18.410,臀部结核,,,,
A18.411,寻常性狼疮,,,,
A18.412,瘰疠性皮肤结核,,,,
A18.413,皮肤结核溃疡,,,,
A18.414,疣状皮肤结核,,,,
A18.415,结核性红斑,,,,
A18.416,结核性硬结性红斑,,,,
A18.417,胸壁结核,,,,
A18.418,外耳道结核,,,,
A18.419,中耳结核,,,,
A18.420,腰部结核性脓肿,,,,
A18.421,足结核,,,,
A18.422,肩部结核,,,,
A18.5,眼结核,,,,
A18.501,眼结核,,,,
A18.502,眼眶结核,,,,
A18.503+H19.0*,巩膜结核,,,,
A18.504+H19.2*,角膜结核,,,,
A18.505+H32.0*,结核性视网膜脉络膜炎,,,,
A18.506+H22.0*,结核性葡萄膜炎,,,,
A18.508+H13.1*,结膜结核,,,,
A18.509+H32.0*,脉络膜结核,,,,
A18.510+H32.0*,脉络膜结核瘤,,,,
A18.511+H48.8*,视神经结核,,,,
A18.512+H32.0*,视网膜结核,,,,
A18.513+H22.0*,结核性虹膜睫状体炎,,,,
A18.6,耳结核,,,,
A18.601+H67.0*,结核性中耳炎,,,,
A18.7+,肾上腺结核,,,,
A18.701+E35.1*,肾上腺结核,,,,
A18.702+E35.1*,结核性艾迪生病,,,,
A18.8,其他特指器官的结核,,,,
A18.801,肺外结核,,,,
A18.802,乳腺结核,,,,
A18.803+K93.8*,舌结核,,,,
A18.805+E35.8*,垂体结核,,,,
A18.806+K93.8*,唇结核,,,,
A18.807+K87.0*,胆囊结核,,,,
A18.809+K93.8*,下颌下腺结核,,,,
A18.810+M63.0*,肌结核,,,,
A18.811+E35.0*,甲状腺结核,,,,
A18.812+M36.8*,结缔组织结核,,,,
A18.813+I79.8*,结核性腹主动脉炎,,,,
A18.814+K23.0*,食管结核,,,,
A18.815+I32.0*,结核性心包积液,,,,
A18.816+I32.0*,心包结核,,,,
A18.817+I41.0*,心肌结核,,,,
A18.818+I39.8*,结核性心内膜炎,,,,
A18.819+M63.0*,咀嚼肌结核,,,,
A18.820+D77*,脾结核,,,,
A18.821+K93.8*,腮腺结核,,,,
A18.822+M63.0*,上臂内侧横纹肌结核,,,,
A18.823+K93.8*,胃结核,,,,
A18.824+M63.0*,胸大肌结核,,,,
A18.825+K93.8*,牙龈结核,,,,
A18.827+M63.0*,腰大肌结核性脓肿,,,,
A18.828+M63.0*,腰肌结核,,,,
A18.829+K87.1*,胰腺结核,,,,
A18.830+I32.0*,结核性心包炎,,,,
A18.831+I41.0*,结核性心肌炎,,,,
A18.832+K23.0*,结核性食管炎,,,,
A18.833+K77.0*,肝结核,,,,
A18.834+K93.8*,结核性口腔溃疡,,,,
A19,粟粒性结核,,,,
A19.0,单个特指部位的急性粟粒性结核,,,,
A19.001,急性粟粒性肺结核,,,,
A19.002,急性血行播散性肺结核,,,,
A19.1,多个部位的急性粟粒性结核,,,,
A19.2,未特指的急性粟粒性结核,,,,
A19.201,急性血行播散性结核,,,,
A19.8,其他粟粒性结核,,,,
A19.801,慢性粟粒性肺结核,,,,
A19.802,亚急性粟粒性肺结核,,,,
A19.803,亚急性血行播散性肺结核,,,,
A19.804,粟粒性肺结核,,,,
A19.810,"血行播散性肺结核(初治,单耐药)涂阳培阳",,,,
A19.811,"血行播散性肺结核(初治,单耐药)涂阴培阳",,,,
A19.812,"血行播散性肺结核(初治,多耐药)涂阳培阳",,,,
A19.813,"血行播散性肺结核(初治,多耐药)涂阴培阳",,,,
A19.814,"血行播散性肺结核(初治,广泛耐药)涂阳培阳",,,,
A19.815,"血行播散性肺结核(初治,广泛耐药)涂阴培阳",,,,
A19.816,"血行播散性肺结核(初治,耐多药)涂阳培阳",,,,
A19.817,"血行播散性肺结核(初治,耐多药)涂阴培阳",,,,
A19.818,"血行播散性肺结核(初治,药物敏感)涂阳培阳",,,,
A19.819,"血行播散性肺结核(初治,药物敏感)涂阴培阳",,,,
A19.820,"血行播散性肺结核(复治,单耐药)涂阳培阳",,,,
A19.821,"血行播散性肺结核(复治,单耐药)涂阴培阳",,,,
A19.822,"血行播散性肺结核(复治,多耐药)涂阳培阳",,,,
A19.823,"血行播散性肺结核(复治,多耐药)涂阴培阳",,,,
A19.824,"血行播散性肺结核(复治,广泛耐药)涂阳培阳",,,,
A19.825,"血行播散性肺结核(复治,广泛耐药)涂阴培阳",,,,
A19.826,"血行播散性肺结核(复治,耐多药)涂阳培阳",,,,
A19.827,"血行播散性肺结核(复治,耐多药)涂阴培阳",,,,
A19.828,"血行播散性肺结核(复治,药物敏感)涂阳培阳",,,,
A19.829,"血行播散性肺结核(复治,药物敏感)涂阴培阳",,,,
A19.9,未特指的粟粒性结核,,,,
A19.901,粟粒性结核,,,,
A19.902,结核性多浆膜炎,,,,
